text,target
"Bad mental mistake by weber. Thats something I havent heard in a while. ",sarcasmo
"Dont worry according to his interview he is 100 the victim so its ok ",sarcasmo
"But also because its terrible that theyre not showing it. ",sarcasmo
"Dhoni earns more than Bolt Ronaldo Messi Nadal etc. Fair and legit. ",sarcasmo
"What makes Dallas 5game winning streak really incredible is they have survived the unprecedented distraction of Mich ",sarcasmo
"yes if you have this problem i feel SO bad for you ",sarcasmo
"Lol I cant wait til dad tells me what happens on the walking dead when I already knows what happens. Love that crap ",sarcasmo
"was created to confuse the stupid. ",sarcasmo
"Has there ever been a GUN TRAGEDY the condemned.or accepted some of the responsibility? ",sarcasmo
"Should I be afraid to shop at #Walma #Costco and #Target? #Black south Africans shopping there Ebola ",sarcasmo
"Probably gonna listen to music all night and work on some psychology. What an exciting Friday night ",sarcasmo
"There are some hashtags that you must never use. Like . Unless you are really really stupid. ",sarcasmo
"Sequestration was Obama WH idea. Bill passed in House then Senate. Signed into law by Obama. Ebola ",sarcasmo
"Are all these Sunday night football games blowouts? #wannabeespnnetworkanalyst ",sarcasmo
"Cant wait to go into school tomorrow and have loads of teachers give out to me ",sarcasmo
"Dont worry you guysIm staing intensive broccoli treatment on my son. So Pretty soon hell be in recovery. #sarcas ",sarcasmo
"Grading during naptime woo whoo exactly what I wanted to do with my free time ",sarcasmo
"11 Types of Food That Resemble Body Organs They Treat #food ",sarcasmo
"You said youd throw up on people wearing cultural costumes. Thats going to be a lot of people. ",sarcasmo
"To have some fun on r push for 1000 Followers this HUGE prize pack is up for grabs Be 1000 & its yours ht ",sarcasmo
"Its really incredible all the Cowboys have overcome dealing with the Sam distraction. Cant wait for the 30 for 30. #sa ",sarcasmo
"bada hi accha tweet daala aapne Ab to bhot log join krne wale h ",sarcasmo
"i feel ya sista when I get hungry late at night I have no choice ?ù ",sarcasmo
"Is Ebola covered under Obamacare? ",sarcasmo
"Paleo and low carb is so hard ",sarcasmo
"Run run pass punt. At the least the Bills are unpredictable. ",sarcasmo
"too risky. Haden is in 1 on 1 coverage and has a bad hip. #toughtowatch ",sarcasmo
"If the didnt regulate the USAs food laws imagine all the unhealthy chemicals that would be allowed into child ",sarcasmo
"Election ads suck. Oh wait youre for more jobs & lower taxes ? You wanna hold Washington accountable ? Wow.youre our guy. ",sarcasmo
"Ass. thats a shame ",sarcasmo
"Loving the style of play our #YoungSocceroos are playing Time wasting & have gotten 2 yellow cards out of it. Love it ",sarcasmo
"8 Things I Learned about Dolphin Tale 2 #DolphinTale2 ",sarcasmo
"Has there ever been a GUN TRAGEDY the condemned.or accepted some of the responsibility? ",sarcasmo
"Internet need a way to convey to people you are being sarcastic. ",sarcasmo
"picking him up on my fantasy team as we speak. ",sarcasmo
"Ya itll do in a pinch. ",sarcasmo
"My life is amusing. Filled with hilarious events. ",sarcasmo
"Another player down & not returning to the game. Job well done John Scott. ",sarcasmo
"Guess who has another paper to write? This girl ",sarcasmo
"Glad Micky noticed me on Twitter hey Micky ",sarcasmo
"Noh LV police officer shot 4 times. Officer returned fire killing suspect. Dont worry Im sure the cop faked the whole thing. ",sarcasmo
"Some kid shot at a cop so the cops killed him. Lets burn our houses and cars. #OrSomething. #Ferguson #RiotsAreABlast #Sarc ",sarcasmo
"So excited for SAT tomorrow this feels like Christmas morning ",sarcasmo
"Maybe the wind took it? Pitchers throw for a living. ",sarcasmo
"Awesome job at fulfilling your duties as a professor ? ",sarcasmo
"Poor Dior now people are gonna think that if you have their fragrances you only seduce ulgy people ",sarcasmo
"Wow youre mature ",sarcasmo
"Today has been eventful ",sarcasmo
"The editing process is so fun. ",sarcasmo
"What makes you really nervous? Everything. Anxiety is the best. ",sarcasmo
"Thanks I really appreciate it. Even thou of course I am NEVER wrong ",sarcasmo
"wow didnt see that one coming. ",sarcasmo
"So my weekend was spent doctoring ducks and chickens my dog attacked ",sarcasmo
"lets kill a bunch of animals to help conserve the species flawless logic. ",sarcasmo
"Heatings broken gonna die of frost bite in my own room ",sarcasmo
"oh youre healess? youre so cool. ",sarcasmo
"if you do poorly on your SATs you are surely a failure in life and all your future employers will know that. ",sarcasmo
"Just some food for thought.but segregation doesnt exist. ",sarcasmo
"Wow block punt.didnt see that coming Typical. Yap 106 jets season ",sarcasmo
"Public investment in family planning saves taxpayers money? Imagine that. ",sarcasmo
"Me fascina el screening process que tienes para aprobar MIS decisiones. ",sarcasmo
"wow what a refreshing 3 hours of sleep that was ",sarcasmo
"Dear other obnoxious guy in a car blowing at me while Im walking and scaring the life outta me makes you sooo hot to me ",sarcasmo
"The first & most impoant step in protecting against the flu is to get a flu vaccine ",neutro
"Teens adopt new technologies quickly Read about impact of tech on STD HIV pregnancy prevention ",neutro
"During DrFriedenCDC says a vaccine against TB would merit a Nobel Prize but still have work to do to implement what works npclunch ",neutro
"CDCTIPS campaign was the first ever national anti-tobacco campaign which resulted in 100K fewer smokers DrFriedenCDC NPCLunch ",neutro
"helped prevent Pneumocystis carinii Pneumonia (PCP) in people w/ HIV DrFriedenCDC NPCLunch ",neutro
"All crises in public health happen on a Friday afternoon LOL DrFriedenCDC referencing recent listeria outbreak in CO npclunch ",neutro
"We constantly monitor the health security programs put in place to assure that they are working DrFriedenCDC NPCLunch ",neutro
"Currently there are no licensed peussis-only vaccines Please talk with your health care provider about whats best for you ",neutro
"Thanks for your feedback on our last survey We will keep improving CDC socialmedia ",neutro
"Headed to the pool or hot tub Stay healthy with our simple tips: ",neutro
"Just 5 mins before DrGrantCDC Facebook chat on sicklecell Make sure to join in ",neutro
"if you plan on joining DrGrantCDC today for a Facebook chat about sicklecell ",neutro
"please visit the 10 Tips for planning a Healthy and Safe Wedding ",neutro
"Thursday 9/5 well be chatting about sicklecell at 12pm ET DM DrGrantCDC with your questions & please  ",neutro
"Save the date DrFriedenCDC will speak PressClubDC on 9/10 The Cough Heard Round the World: CDC & Health Security ",neutro
"Were talking about sicklecell in a Facebook chat Thurs 9/5 12-1pm ET  & invite your friends ",neutro
"Pregnant Be sure to get a whooping cough vaccine in your 3rd trimester: ",neutro
"Help your kids learn how to prevent rabies ",neutro
"Still more work to do to protect the health of our children ",neutro
"Be proactive: check your childs immuniz record to make sure hes current on vax before back to school ",neutro
"Save the date DrFriedenCDC will speak PressClubDC on 9/10 The Cough Heard Round the World: CDC Health Security ",neutro
"What inspires your inner PHNerd  your passion for public health & this graphic ",neutro
"Pregnant women need whooping cough shot get later in each pregnancy to best protect newborns ",neutro
"Learn how schools can suppo effective HIV/STD prevention & testing among youth ",neutro
"Are your kids going to play spos at school Know your Concussion ABCs and get BacktoSchool safety tips at ",neutro
"Watch &  Know your Concussion ABCs Vine video for BacktoSchool ",neutro
"The Health Insurance Marketplace will let you search your health plan options in one place ",neutro
"See how public health and health care are working together to improve health while reducing costs ",neutro
"Is your teen driving BacktoSchool this year for tips on how to keep your teen driver safer on the road ",neutro
"New aicles publish every Thursday in CDCpcd Read todays release ",neutro
"Ready for Back toS chool If your child is walking/riding a bike to school follow tips to help them get there safely ",neutro
"Summer is ending and school is staing soon Tweet CDCgov your BacktoSchool health and safety routine ",neutro
"Did you miss CDCGrandRounds on nanotechnology Watch it here ",neutro
"Pack Back to School lunches with healthy foods for your kids Download CDC nutrition facts for more information ",neutro
"Did you know that a woman health today can affect her future baby health ",neutro
"Its BacktoSchool time for many kids Make sure your child is up to date on recommended vaccines Visit ",neutro
"how much do you know about alcohol use during pregnancy Test your knowledge with our quiz ",neutro
"Find on-line public health courses available at no cost: ",neutro
"Chickenpox used to be very common in the US but not anymore Lets keep it that way Get vaccinated ",neutro
"Kids who perform better in school are more likely to get regular physical activity ",neutro
"Make healthy food choices for BacktoSchool Lunch Tweet CDCgov your vine video with nutritious food items on students plate ",neutro
"Watch the CDCGrandRounds encore webcast on nanotechnology in 30 minutes ",neutro
"Did you know the protection from some vaccines can wear off as you get older Adults need vaccinations too ",neutro
"HadCompassion Vaccines are carefully tested before licensing & monitored after they re licensed to ensure safety ",neutro
"How do you get your kids BacktoSchool safely Do they walk ride a bike bus or car Tweet CDCgov your vine video to show us how ",neutro
"the adult vaccine finder helps you find vaccination sites by your zip code: ",neutro
"Physical activity healthy eating diabetes medicine on time: make your childs school year sta right ",neutro
"Dont miss the next CDCGrandRounds encore webcast on 8/20 1pm ET on the challenges of nanotechnology: ",neutro
"Visit the new site or call 1-800-318-2596 now to ask questions and prepare to enroll: ",neutro
"Congrats and hope you receive good news soon ",neutro
"Hello Sally We celebrate the PHNerd in you ",neutro
"Summer is ending & school bells are staing to ring Retweet CDCs BacktoSchool Checklist to help parents prepare ",neutro
"Need to locate your childrens immunization records Check out tips on a few places you can look DoctorVisits ",neutro
"commercial products contain nanomaterials Watch CDCGrandRounds encore webcast on nanotechnology ",neutro
"Head BacktoSchool safer and healthier this year Get tips and resources for students heading back to school at ",neutro
"Passionate about public health  to let your inner PHNerd out ",neutro
"G+ Hangout on Observing Eah from Space ",neutro
"Go behind the scenes at the Constitutional Convention ",neutro
"Woh sharing: 5 things you should know about our strategy to degrade and destroy ",neutro
"President Obama on the House vote to authorize the Title X Train &amp Equip Program for the moderate Syrian opposition ",neutro
"How is Google paying tax but Facebook not: #BadarDurrez - ",neutro
"iPhone 6 Plus bendgate: Apple breaks silence: #iPhones #bendgate - Apple broke its silen... ",neutro
"Theres Something Wrong In #Android Land #mobile #tech ",neutro
"Hong Kong students cleared from inside government compound ",neutro
"Federal student loan defaults on decline Education Depament say ",neutro
"Suspect captured in disappearance of Virginia student Hannah Graham ",neutro
"Some gas stations charge up to $1.50 to provide air for your tires. Is that legal ",neutro
"Theater leaders in L.A. are calling for major changes in the way they do business ",neutro
"LAX unveils passpo-scanning kiosks to speed international travelers ",neutro
"L.A. weather forecast for tomorrow: Mostly sunny after morning coastal fog ",neutro
"The Crystal Cathedrals interior will be almost completely remade in its transformation into Christ Cathedral ",neutro
"The Dodgers beat the Giants 9-1 to clinch the National League West title. ",neutro
"General Mills shareholders reject proposal to dump GMOs ",neutro
"How Clayton Kershaw and the Dodgers clinched the NL West in 9-1 victory over the Giants ",neutro
"Three years of drought have triggered an infestation of tumbleweeds across Southern California: ",neutro
"The percentage of uninsured Latino adults fell from 36 to 23 under the Affordable Care Act: ",neutro
"Judge rules that Silicon Valley billionaire broke law by denying public access across his propey to a popular beach ",neutro
"In Keanu Reeves bizarre intruder incidents life imitates a ",neutro
"Iranian President Hassan Rouhani is struggling with a much tougher task at the U.N. this week than he had last year ",neutro
"Water vapor detected in clear skies on a Neptune-sized exoplanet called HAT-P-11b: ",neutro
"Second snake seized from pedicab driver arrested on suspicion of drunk driving while wearing a python around his neck ",neutro
"Most-challenged books in the U.S. last year include the Captain Underpants series Toni Morrisons The Bluest Eye ",neutro
"More than 16000 authors applied for the first Amtrak writers residency 24 have been chosen ",neutro
"Tomorrow is the 80th anniversary of the launch of the Queen Mary: ",neutro
"Massive King fire 12 days old 12 homes destroyed 12000 threatened ",neutro
"Working to confirm AP repos that Attorney General Eric Holder is resigning... Will post asap. ",neutro
"CHP settles with woman punched by officer as activists push for prosecution ",neutro
" @latimesmuskal: Atty. Gen. Eric H. Holder Jr. will resign his post the Justice Depament said Thursday. ",neutro
"Attorney General Eric Holder to resign after serving in President Obamas Cabinet since the sta of his presidency. ",neutro
"U.N. chief gathers world leaders to scale up response to Ebola ",neutro
"Cue the stage managers and perfect lighting: Hillary Clinton basks in a candidates dream setting ",neutro
"Woman beaten by CHP officer settles but activists want him prosecuted ",neutro
"Ferguson police chief to family of Michael Brown: Im truly sorry ",neutro
"#KingFire destroys more homes and structures grows to nearly 95000 acres ",neutro
" @latimesvideo: #ESPNs Bill Simmons suspended after profane Roger Goodell rant: ",neutro
" @LANow: BREAKING: Samuel Little who killed 3 women in South L.A. in late 80s sentenced to 3 consecutive life terms in prison ",neutro
"Iranian President Hassan Rouhani on Thursday said the West is creating terrorism ",neutro
" @ronlin: 6.2 #eahquake ~80 miles nohwest of #Anchorage #Alaska no forecasted #tsunami only very light damage expected ",neutro
"Skip E. Lowe dies at 85 talk show host inspired the Main Sho comic character Jiminy Glick ",neutro
" @LATimesGraphics: What Californias drought level looked like this week: 2011 vs. now ",neutro
"Simpsons celebrates its 26th season with -- what else -- a death ",neutro
"A vintage Sears &amp Roebuck Craftsman is for sale in Venice -- for $2.5 million ",neutro
"Second Spanish priest dies of Ebola after being evacuated to Madrid ",neutro
"Syrian government says its retaken Adra a key city on the road from Damascus to Homs ",neutro
"Water on Eah is older than the sun scientists say ",neutro
"Up to half of the water in oceans and in your drinking glass was formed before our solar system was born ",neutro
"San Diego to pay $5.9 million to woman assaulted by officer ",neutro
"FBI believes its identified militant who beheaded Americans ",neutro
"U.S. officials strongly downplay Iraqi claim of plot to attack subways ",neutro
"LAPD sergeants daughter gets prison for concealing fatal hit-and-run ",neutro
"Obama warns world leaders: Not enough is being done to contain Ebola ",neutro
"#SoCalMoments Reader Photo: Lupitas Fresh Seafood ",neutro
"Eric Holder: A legacy of highs and lows as attorney general ",neutro
" @LANow: TRAFFIC ALE: EB 210 shut down at Waterman Ave in San Bernardino for fire. Should be reopened by 5 p.m ",neutro
"You know exercise is good for your mood but heres why: ",neutro
"Overworked and underpaid You may be at greater risk of diabetes ",neutro
"Californias drought has 14 communities on the brink of waterlessness ",neutro
"Clippers owner Steve Ballmer former CEO at Microsoft will have Apple products phased out of club operations ",neutro
"State Farm dumps pitchman Rob Schneider over anti-vaccine views ",neutro
"EEOC files lawsuits against Florida and Michigan companies that allege transgender discrimination ",neutro
"Ray Rice tape was sent to NFL security chief Jeffrey Miller @AP repos ",neutro
"Mining for sand for fracking holds risks for communities study says ",neutro
"Gov. Brown signs bills barring forced sterilizations of prison inmates ",neutro
"See the first images of Mars from MAVEN spacecraft and Indian orbiter: ",neutro
"Chinese restaurant owner admitted to serving customers opium-laced noodles without their knowledge ",neutro
" @latimesworld: China now says 50 people not two died in Xinjiang blasts ",neutro
"San Diego to pay $5.9 million in settlement with a woman who was sexually assaulted by a police officer ",neutro
"Astronomers say theyve discovered clear skies and water vapor on a Neptune-sized exoplanet ",neutro
"People who work long hours -- especially in low-paying jobs -- are more likely to develop Type 2 diabetes study says ",neutro
"Andr? Benjamin aka Andr? 3000 is an extraordinary Jimi Hendrix in Jimi: All Is By My Side says ",neutro
" @latimesnational: Why do we forgive some scoundrels and punish others And what would happen to FDR in todays political climate ",neutro
"Islamic State killed human rights lawyer in Iraq U.N. says ",neutro
" @NicoleCharky: Allegations against elementary school teacher were brought to L.A. Unified officials decades before his arrest ",neutro
"Derek Jeter in his Yankee Stadium finale leads N.Y. to storybook win ",neutro
"Gov. Jerry Brown signs bills benefiting prison inmates ",neutro
"Amnesty International repo decries El Salvadors total aboion ban. Could that happen here ",neutro
" @latimesnational: Exclusive details on Border Patrol agents alleged assault of teenager. Felony charges could mean 2 years in prison. h ",neutro
"Review: The documentary Print the Legend takes a balanced look at two sta-ups that make 3-D printers ",neutro
" @LANow: Suspect arrested after three stabbed in Altadena one critically ",neutro
"Despite Obamacare U.S. healthcare system still dysfunctional writes @DavidLaz ",neutro
" @latimesworld: Mexico detains 8 soldiers in killing of 22 people in June ",neutro
"South Park tears into Washington Redskins and a robot Goodell ",neutro
"Do you ever feel like your job is killing you If you work long hours your job might be giving you diabetes ",neutro
"Despite a slow troubled sta depaing Attorney General Eric Holder leaves his mark at the Justice Depament: ",neutro
"Apple says bent iPhones are extremely rare with normal use only nine users have complained of bent phones it says ",neutro
"Ride-sharing companies targeted by authorities in L.A. and San Francisco ",neutro
"Obama creates the largest marine reserve in the world by expanding Pacific Remote Islands Marine National Monument ",neutro
"More than half of working Americans get health coverage through their jobs. That makes no sense @davidlaz argues: ",neutro
"All the fuss over #GoneGirl film adaptation is justified says @KennethTuran ",neutro
"Officers ouster in CHP beating settlement could lead to similar demands in future misconduct suits lawyers say: ",neutro
"Landmark Hollywood Hills house designed by Frank Lloyd Wrights son &amp once owned by Diane Keaton is for sale. Photos: ",neutro
"Dining out this weekend Dive into @thejgolds restaurant reviews: ",neutro
"LAUSD panel rejects $42 million for computers slams district for not having inventory of devices already owned ",neutro
"Suspect in Venice rooftop-intruder case has criminal past ",neutro
" @latimesnational: Border Patrol agent could face 2 years in prison if convicted of assaulting teen for having cellphone. ",neutro
"Chicago flights grounded after fire at air traffic control facility ",neutro
"FAA clears way for drones to be used on film sets ",neutro
" @garveylatimes: Happy 80th bihday Queen Mary (a transplant to the LBC just like me) ",neutro
"Pit bull mix mauls pool cleaner in Riverside County ",neutro
"Border Patrol agent charged with assault a 14-year-old boy for having a cellphone while in detention ",neutro
"The second-quaer economic rebound was stronger than initially thought at 4.6 annual rate. ",neutro
"British Prime Minister David Cameron urges lawmakers to approve plans to join U.S.-led airstrikes in Iraq ",neutro
"Thom Yorkes surprise album release Tomorrows Modern Boxes breaks ground at BitTorrent ",neutro
" @cmaiduc: Police in Moore OK say a woman was beheaded and another stabbed in a workplace dispute Thursday. Full story soon from @latimes ",neutro
"Ford recalls 850000 vehicles for airbag problem ",neutro
" @AmyTheHub: Glendale set to give $10K/mo. in paid leave to cop who just got arrested in a prostitution sting. How that happen ",neutro
"Watch Derek Jeter get game-winning hit in final Yankee Stadium at-bat ",neutro
"Woman beheaded in workplace dispute at Oklahoma food plant ",neutro
"Man given 31 days for raping 14-year-old girl faces resentencing ",neutro
"Are Teslas disappearing in China ",neutro
"Theme parks Halloween scare tactics becoming frightfully high-teCH ",neutro
"High-level talks on Irans nuclear program on sidelines of U.N. General Assembly meeting so far have fizzled ",neutro
"Marine who vanished from Iraq in 2004 charged with deseion ",neutro
"Man who allegedly beheaded coworker recently released from probation ",neutro
"You know exercise is good for your mood but heres why ",neutro
"Border Patrol detains 15 after panga boat reaches shore in San Diego ",neutro
"Meet HAT-P-11b the smallest exoplanet known to have water vapor in its atmosphere ",neutro
"People magazine retracts stupid &amp insensitive Viola Davis tweet ",neutro
"ICYMI: The Daily Show finally aired the Redskins segment some paicipants complained about ",neutro
"More than 600 small eahquakes have rattled the Mammoth Lakes region in less than 36 hours ",neutro
"Outgoing Atty. Gen. Eric Holder has no intention of slowing down ",neutro
"Breaking: Water main break sends torrents of water down Sunset Strip. More soon. ",neutro
"The Hollywood Costume exhibit shows off iconic outfits with wit flair and cinematic presence ",neutro
"Vinyl is back Whats the best way to sell your record collection @Davidlaz has the answer ",neutro
"Water main break closes streets in West Hollywood ",neutro
"Ex-San Diego cop gets jail for sexually assaulting women on the job ",neutro
"Starbucks has sold more than 200 million of the pumpkin spice lattes since its introduction in 2003 ",neutro
"Rapist first sentenced to 31 days gets 10 years in prison ",neutro
"Europeans surge ahead in Ryder Cup ",neutro
" @latimesopinion: The war on women is real -- harassment pay inequality antiaboion laws etc. -- and women are fighting bacK ",neutro
"Tom Tombrello dies at 78 longtime Caltech physics professor ",neutro
"West Hollywood water main break gushes 9600 gallons of water per minute ",neutro
"Gov. Brown signs measures to promote farm to fork movement in California ",neutro
"Nicolas Cages latest movie Outcast has suddenly been pulled from theaters in China ",neutro
"Gloria Allred: NFL player accused of rape played the next day ",neutro
"Po of L.A. fire emitted high levels of the toxic gases naphthalene and benzene air quality officials say ",neutro
"Streets around the Sunset Strip are expected to reopen Saturday morning after a water main broke Friday afternoon ",neutro
"Netflix streamed 7 billion hours of video from April through June about 46.6 hours a month per user ",neutro
"JFK picture on side of Dallas tour bus draws ire threats ",neutro
"Mammoth eahquake swarm is the largest in nearly a decade ",neutro
" @TheRyanParker: BREAKING: 3 dead and more then 15 injured in Okla. after a Noh Central Texas College bus collided with a semi truck ",neutro
"Noh Central Texas College bus crashes in Oklahoma 3 dead more hu ",neutro
"George Clooney and Amal Alamuddins wedding weekend in full swing ",neutro
"I was raped in ... broad daylight. What would I have to be ashamed of rape survivor tells @SandyBanksLAT ",neutro
"Bill Hillary Clinton are grandparents: Chelsea gives bih to a girl ",neutro
"Pro-democracy protesters storm government compound in Hong Kong ",neutro
" @TheRyanParker: 3 dead 15 hu after semi truck hits Texas college bus in OklahomaCollege asks for prayers ",neutro
"New policy would ban federal agents from surveillance of a mosque without signs of criminal activity ",neutro
"Blue beer is no longer just a Smurf fantasy. A Japanese company is making a beer thats actually blue. ",neutro
"Comcast acknowledging problems acts to reform customer service ",neutro
"#Volcano erupts in #Japan 250 trapped on mountain 11 injured. ",neutro
"Author @CharlesMBlow discusses his new memoir Fire Shut Up in My Bones with @marclamonthill here tomorrow ",neutro
"14 Things I Wish I Knew Before I Moved to New York By fellow @huffpostlive-er @gemmasapwell ",neutro
"The King of Horror himself @StephenKing talks A Good Marriage tomorrow. Whats your favorite King novel ",neutro
"is joining @HuffPostLive tomorrow. Are you interested in doing a live video call-in ",neutro
"John Mellencamps Jack &amp Diane was originally written about an interracial couple ",neutro
"Talking @NYTimes angry black woman @shondarhimes decable ",neutro
"The fabulous @KimCattrall joins me tmrw to talk menopause SATC &amp more Tweet me Qs &amp Ill ask her LIVE ",neutro
"This week in @Huffington I couldnt tell my harasser to go f*** himself -- Kirsten Gillibrand ",neutro
"ICYMI  @huffpostlive Watch @RL_Stines interview here ",neutro
"Sleepy Hollows Lyndie Greenwood dished to @HuffPostLive about her character (&amp a possible Jenny/Frank relationship) ",neutro
"Dont miss Sex And The City star @KimCattrall here tomorrow Who needs a cosmo ",neutro
"From Catholic to Jew to Muslim: this mans incredible interfaith journey ",neutro
"Indias first transgender news anchor is a star ",neutro
"Student protesters in Hong Kong say democracy is the way to a better future ",neutro
"Ive received death threats simply for stating I had an aboion ",neutro
"The grim immigration story that no ones repoing ",neutro
"Ebola survivor Dr. Ada Igonoh shares her story ",neutro
"Author @CharlesMBlow discusses his new memoir Fire Shut Up in My Bones with @marclamonthill here ",neutro
"We are retiring this account For updates from the World Health Organization please follow @WHO ",neutro
"@MedtronicNCD @Medtronic_News Thanks for your tweets we have moved to @WHO Please use @WHO for future mentions Thanks ",neutro
"We are retiring this account Please follow @WHO for updates from the World Health Organization Thanks ",neutro
"@elmundosalud @guttmacher For tweets from World Health Organization follow @WHO Also use @WHO for Mentions Thanks ",neutro
"@MarkLGoldberg @unitaid @undispatch For tweets from World Health Organization follow @WHO Also use @WHO for Mentions Thanks ",neutro
"@Refugees @unicef For tweets from World Health Organization follow @WHO Also use @WHO for Mentions Thanks ",neutro
"@ArmenianEyeCare @opeyesight For tweets from World Health Organization follow @WHO Also use @WHO for Mentions Thanks ",neutro
"@TBAlliance @gatesfoundation @dndihq For tweets from World Health Organization follow @WHO Also use @WHO for Mentions Thanks ",neutro
" --> If you are thinking of #suicide you may feel sad trapped alone Youre never alone Call 800-273-8255 ",neutro
"Your talent and skill + #Marketplace info for young adults + cash prizes = ",neutro
"3 ways to play 100+ prizes Create your own #Marketplace video ",neutro
"Im too old to be active Im bound to fall Not true Active doesnt have to mean running a marathon --> ",neutro
"Getting treatment helps you rediscover what you love Read about how Karen took control of her mental health ",neutro
"Staying #healthy has a lot to do w/ keeping up good habits & breaking bad ones But which to keep & which to ditch ",neutro
" send in a song or film & help young adults learn how the #Marketplace can work for them --> ",neutro
"Have questions about childhood #vaccines Moms have questions answered by a CDC expe: #NIAM ",neutro
"Your animation skills + #Marketplace info + cash prizes = ",neutro
"Eye injuries are the top cause of blindness in kids Most are spos-related  & avoidable w/ protective eyewear ",neutro
"Whats it like Will it hu Answers to common s about #breastfeeding --> #ItsOnlyNatural ",neutro
"What are you going to do with the rest of your life ",neutro
"#Breastfeeding can help you keep your baby safe during a disaster --> #ItsOnlyNatural ",neutro
"DYK: While it affects skin #psoriasis is actually an #autoimmune disease  to spread the word: ",neutro
"Join OMH on 8/22 @ 2PM ET for chat on #ACA & communities of color #ACAMinorities @MinorityHealth ",neutro
"Healthy young adults still need health coverage Check out the options and pass them on: #Marketplace ",neutro
"DYK: There are more minority patients on transplant lists than minority donors How you can help: ",neutro
"TODAY @ 1:30PM ET: Tour & resources designed for paners & consumers en espanol #ACA ",neutro
"@MrsSerignese This is a great example of how breastfeeding can save the day in an emergency Thanks for sharing @PHEgov ",neutro
"TMRW join the tour of & learn about online resources designed for paners & consumers #ACA ",neutro
"Do you know what causes the skin disease #psoriasis Hint: its not germs ",neutro
"When youre ready to take on that responsibility its an amazing thing Whitneys story: #ItsOnlyNatural #WBW ",neutro
"Breastfeeding is great for babies and moms Its Only Natural #WBW #ItsOnlyNatural ",neutro
"Having a #disability does not keep a woman from being a capable loving parent ",neutro
"This is the kind of makeover we love @SmokefreeWomen Risk of hea attack declines w/in 24 hours of #quitsmoking Give ur hea a makeover ",neutro
"#suicide attempts for Hispanic girls = 70 > than White girls  learn the signs save a life ",neutro
"#Breastfeeding isnt always easy Heres how some moms overcame common challenges: #ItsOnlyNatural ",neutro
"Ever wish you had a manual for staying healthy We have one  download and share ",neutro
"An easy way to help the environment @EPA You can reduce gas vapors into the air by refueling your car in the ",neutro
"A great message before the weekend @NHTSAgov A quick  Whos got your keys can save a life Have a plan before you drink #drivesober ",neutro
"Please : African Americans are 20 more likely to repo psychological distress How to help: ",neutro
"Community paners: Do you use the National Prevention Strategy factsheet Its now in Spanish #NPSAction ",neutro
"#Pregnant See if your hospital collects #cordblood for public donation: ",neutro
"Just because you have #HIV doesnt mean your baby will Talk to your doctor about lowering risk: ",neutro
"Protect yourself from #scams If you think youve been contacted by a scam aist contact the FTC: ",neutro
"10 things you can do  or not do  to stop a #scam: ",neutro
"If 90 of families breastfed for 6 mos about 1000 infant deaths could be prevented each year ",neutro
"Some women w/ #HIV face discrimination But you are not powerless You have rights ",neutro
"Its never too late #quitnow ",neutro
"Myth: If the man Im with had HIV Id be able to tell Get the facts: ",neutro
"The US govt and many states have laws that protect #breastfeeding women in public Know your rights: ",neutro
"T/F: You cant get #HIV from tattoos or body piercing  with your answer ",neutro
"POP QUIZ: A #pregnant woman who is group B strep+ should ____ during labor Whats the answer ",neutro
"Have you found online #breastfeeding suppo networks  & share them using #ItsOnlyNatural ",neutro
"#HepatitisA & #hepatitisB both have vaccines Should you be vaccinated ",neutro
"You dont have to manage mental health problems alone Others have gone through it too #MentalHealthMatters ",neutro
"@NCCAM - #NCCAMchat - for weight loss we like the FREE Superacker tool to track food and activity ",neutro
"@NCCAM - Yes overweight/obesity are serious issues in the US and women are more likely to be affected #NCCAMchat ",neutro
"Thanks to @DrFriedenCDC for the great #CDCchat on Natl HIV Testing Day We change gears now to chatting w/ @NCCAM re weight loss ",neutro
"Do you know which foods you should avoid during #pregnancy to protect yourself from listeriosis ",neutro
"Trying to lose weight with natural products Were talking w/ @NCCAM today @ 3pm ET abt the safety of these products #nccamchat ",neutro
"Join us w/ @DrFriedenCDC @CDC_HIVAIDS & @DrDeanCDC for #CDCchat Thurs 6/27 at 2PM EDT for National HIV Testing Day #NHTD ",neutro
"Apps that empower women in minority communities to improve #cancer prevention & treatment Yes please ",neutro
"National #HIV Testing Day is coming up Time to plan where to get tested: #NHTD ",neutro
"#sicklecell is a genetic disorder that involves problems in the red blood cells Learn more: ",neutro
"Many germs can be spread via food Some like #Listeria can be deadly for pregnant women & babies Learn more: ",neutro
"People with #sicklecell trait  but no symptoms  can still pass it on to their children ",neutro
"#NSM2013 safety tip: To avoid the urge to email or text while driving put your phone in the back seat  or in the trunk ",neutro
"When you have #myasthenia gravis your muscles weaken with activity but your strength returns with rest ",neutro
"Are you ready to enroll in the Health Insurance #Marketplace 7 things you can do now: #ACA ",neutro
"Have questions about #VA services Call the Women Veterans Hotline at 1-855-VA-WOMEN (829-6636) now #Women #Vets ",neutro
"On a budget but trying to eat well Check out these tips for shopping for fruits & veggies: #MyPlate ",neutro
"Its almost summer  lets grill Whats your dish Burgers Veggies Peaches (Yes you can grill fruit) #MyPlate ",neutro
"Natural disasters and fires can occur anywhere any time Whats in your #emergency kit #NSM2013 ",neutro
